ID	PAGE	TYPE	ITALIAN	MALAY	DOCULECT	WORD	WORD2	tokenized	transliterated	transliterated_common	TOBA_BATAK_SOURCE	REMARK
440	270	word	Comniciare	Mulai	TOBA_BATAK	Hian	hian	h i a n	h i a n	hian		
441	270	word	Comniciare	Mulai	ENGGANO	Apari echia	apari echia	a p a r i # e ch i a	a p a r i # e k i a	apari ekia		
442	270	word	Compassione	Cassián	NIAS	Ebúa d<i>o</i>d<i>o</i>	ebúa dodo	e b ú a # d o d o	e b u a # d o d o	ebua dodo		
443	270	word	Compassione	Cassián	TOBA_BATAK	Hassian	hassian	h a s s i a n	h a s s i a n	hassian		
444	270	word	Compassione	Cassián	ENGGANO	Pachinunái	pachinunái	p a ch i n u n á i	p a k i n u n a i	pakinunai		
445	270	word	Comprare	Blí	NIAS	Mow<i>o</i>li	mowoli	m o w o l i	m o w o l i	mowoli		
446	270	word	Comprare	Blí	TOBA_BATAK	Manuhor	manuhor	m a n u h o r	m a n u h o r	manuhor		
447	270	word	Comprare	Blí	ENGGANO	Èoli	èoli	è o l i	E o l i	Eoli		
448	270	word	Conficcare	Memasáng	NIAS	Faho	faho	f a h o	f a h o	faho		
449	270	word	Conficcare	Memasáng	TOBA_BATAK	Pagò	pagò	p a g ò	p a j O	pajO		
450	270	word	Conficcare	Memasáng	ENGGANO	Bacòia poco	bacòia poco	b a c òi a # p o c o	b a k o:i a # p o k o	bako:ia poko		
451	270	word	Congiungersi carnalmente	Sa tubuh	NIAS	Faihi	faihi	f ai h i	f a:i x i	fa:ixi		
452	270	word	Congiungersi carnalmente	Sa tubuh	TOBA_BATAK				⁇	⁇		
453	270	word	Congiungersi carnalmente	Sa tubuh	ENGGANO	Pahorai	pahorai	p a h o r ai	p a h o r a:i	pahora:i		
454	270	word	Conterie	Rupa rupa catcia	NIAS	Mani²	mani²	m a n i ²	m a n i ²	mani²		
455	270	word	Conterie	Rupa rupa catcia	TOBA_BATAK	Si mata	si mata	s i # m a t a	s i # m a t a	si mata		
456	270	word	Conterie	Rupa rupa catcia	ENGGANO	Lole²	lole²	l o l e ²	l o l e ²	lole²		
457	270	word	Coraggioso	Brani	NIAS	Amui	amui	a m u i	a m u i	amui		
458	270	word	Coraggioso	Brani	TOBA_BATAK	Ma begu	ma begu	m a # b e g u	m a # b e j u	ma beju	J. S. A. Van Dissel	
459	270	word	Coraggioso	Brani	ENGGANO	Chèoba mahò	chèoba mahò	ch è o b a # m a h ò	k E o b a # m a h O	kEoba mahO		
460	270	word	Corda	Tali	NIAS	Sináli	sináli	s i n á l i	s i n a l i	sinali		
461	270	word	Corda	Tali	TOBA_BATAK	Riman	riman	r i m a n	r i m a n	riman	J. S. A. Van Dissel	
462	270	word	Corda	Tali	TOBA_BATAK	Holting *	holting *	h o l t i n g # *	h o l t i n j # *	holtinj *	J. S. A. Van Dissel	
463	270	word	Corda	Tali	ENGGANO	Bahoio	bahoio	b a h o i o	b a h o i o	bahoio		
464	270	word	Corrente	Harus	NIAS	Undro nidano	undro nidano	u n d r o # n i d a n o	u n d r o # n i d a n o	undro nidano		
465	270	word	Corrente	Harus	TOBA_BATAK	Su<i>ng</i>e	sunge	s u n g e	s u n j e	sunje		
466	270	word	Corrente	Harus	TOBA_BATAK	Aec	aec	ae c	a:e k	a:ek		
467	270	word	Corrente	Harus	ENGGANO	Ebò chèoba elà eodia	ebò chèoba elà eodia	e b ò # ch è o b a # e l à # e o d i a	e b O # k E o b a # e l a # e o d i a	ebO kEoba ela eodia		
468	270	word	Cosa è questo ?	Apa itu	NIAS				⁇	⁇		
469	270	word	Cosa è questo ?	Apa itu	TOBA_BATAK	Aha ma on	aha ma on	a h a # m a # o n	a h a # m a # o n	aha ma on	J. S. A. Van Dissel	
470	270	word	Cosa è questo ?	Apa itu	ENGGANO	Eiah enione	eiah enione	ei a h # e n i o n e	e:i a h # e n i o n e	e:iah enione		
471	270	word	Coscia	Paho	NIAS				⁇	⁇		
472	270	word	Coscia	Paho	TOBA_BATAK	Hae hae	hae hae	h ae # h ae	h a:e # h a:e	ha:e ha:e	J. S. A. Van Dissel	
473	270	word	Coscia	Paho	ENGGANO	Eapalà	eapalà	e a p a l à	e a p a l a	eapala		
474	270	word	Così	Bighítu	NIAS	Man<i>o</i>	mano	m a n o	m a n o	mano		
475	270	word	Così	Bighítu	TOBA_BATAK	Boti	boti	b o t i	b o t i	boti	J. S. A. Van Dissel	
476	270	word	Così	Bighítu	ENGGANO	Enoaha	enoaha	e n o a h a	e n o a h a	enoaha		
477	270	word	Cranio	Batú capála	NIAS	Binu	binu	b i n u	b i n u	binu		
478	270	word	Cranio	Batú capála	NIAS	Wole²	wole²	w o l e ²	w o l e ²	wole²		
479	270	word	Cranio	Batú capála	TOBA_BATAK				⁇	⁇		
480	270	word	Cranio	Batú capála	ENGGANO	Eae euluca	eae euluca	e ae # e u l u c a	e a:e # e u l u k a	ea:e euluka		
481	270	word	Crudo	Blon massác	NIAS	Sataha	sataha	s a t a h a	s a t a h a	sataha		
482	270	word	Crudo	Blon massác	TOBA_BATAK	Sowada masac	sowada masac	s o w a d a # m a s a c	s o w a d a # m a s a k	sowada masak		
483	270	word	Crudo	Blon massác	ENGGANO	Chibaca	chibaca	ch i b a c a	k i b a k a	kibaka		
484	270	word	Cucinare	Massác	NIAS	Fondrino	fondrino	f o n d r i n o	f o n d r i n o	fondrino		
485	270	word	Cucinare	Massác	TOBA_BATAK	Marmasah	marmasah	m a r m a s a h	m a r m a s a h	marmasah		
486	270	word	Cucinare	Massác	ENGGANO	Manaco	manaco	m a n a c o	m a n a k o	manako		
487	270	word	Cuore	Atí	NIAS	D<i>o</i>d<i>o</i>	dodo	d o d o	d o d o	dodo		
488	270	word	Cuore	Atí	TOBA_BATAK	Ati	ati	a t i	a t i	ati		
489	270	word	Cuore	Atí	ENGGANO	Echitèi	echitèi	e ch i t è i	e k i t E i	ekitEi		
490	270	word	Dare	Cassi	NIAS	Mameé	mameé	m a m e é	m a m e e	mamee		
491	270	word	Dare	Cassi	TOBA_BATAK	Mangaleion	mangaleion	m a n g a l ei o n	m a n j a l e:i o n	manjale:ion	J. S. A. Van Dissel	
492	270	word	Dare	Cassi	ENGGANO	Peionia	peionia	p ei o n i a	p e:i o n i a	pe:ionia		
493	270	word	Denti	Gigi	NIAS	Ifo	ifo	i f o	i f o	ifo		
494	270	word	Denti	Gigi	TOBA_BATAK	Ni<i>ng</i>i	ningi	n i n gi	n i n c	ninc		
495	270	word	Denti	Gigi	ENGGANO	Eauca	eauca	e au c a	e a:u k a	ea:uka		
496	270	word	Dentro	Di dalam	NIAS	Si bacha	si bacha	s i # b a c h a	s i # b a k h a	si bakha		
497	270	word	Dentro	Di dalam	TOBA_BATAK	Bagas	bagas	b a g a s	b a j a s	bajas		
498	270	word	Dentro	Di dalam	ENGGANO	Di poco	di poco	d i # p o c o	d i # p o k o	di poko		
499	270	word	Dietro	Di blacan	NIAS	Furi	furi	f u r i	f u r i	furi		
500	270	word	Dietro	Di blacan	TOBA_BATAK	Pudi	pudi	p u d i	p u d i	pudi	J. S. A. Van Dissel	
501	270	word	Dietro	Di blacan	ENGGANO	Cahapò	cahapò	c a h a p ò	k a h a p O	kahapO		
502	270	word	Difendere	Melindú-ng-	NIAS	Sameèli	sameèli	s a m e è l i	s a m e E l i	sameEli		
503	270	word	Difendere	Melindú-ng-	TOBA_BATAK	Mandugal	mandugal	m a n d u g a l	m a n d u j a l	mandujal	J. S. A. Van Dissel	
504	270	word	Difendere	Melindú-ng-	ENGGANO	Cuhai	cuhai	c u h ai	k u h a:i	kuha:i		
505	270	word	Dimenticare	Lupá	NIAS	Olifu	olifu	o l i f u	o l i f u	olifu		
506	270	word	Dimenticare	Lupá	TOBA_BATAK	Manghalupai	manghalupai	m a n g h a l u p ai	m a n j h a l u p a:i	manjhalupa:i		
507	270	word	Dimenticare	Lupá	ENGGANO	Caabu	caabu	c a a b u	k a a b u	kaabu		
508	270	word	Dire	Bilá-ng-	NIAS	Imané	imané	i m a n é	i m a n e	imane		
509	270	word	Dire	Bilá-ng-	TOBA_BATAK	Didoc	didoc	d i d o c	d i d o k	didok		
510	270	word	Dire	Bilá-ng-	ENGGANO	Pecuaba	pecuaba	p e c u a b a	p e k u a b a	pekuaba		
511	270	word	Di rado	Giará-ng-	NIAS	L<i>o</i> asèse	lo asèse	l o # a s è s e	l o # a s E s e	lo asEse		
512	270	word	Di rado	Giará-ng-	TOBA_BATAK	Rac²	rac²	r a c ²	r a k ²	rak²		
513	270	word	Di rado	Giará-ng-	ENGGANO				⁇	⁇		
514	270	word	Disputa	Bantah	NIAS	Fasondrata	fasondrata	f a s o n d r a t a	f a s o n d r a t a	fasondrata		
515	270	word	Disputa	Bantah	TOBA_BATAK	Bada	bada	b a d a	b a d a	bada		
516	270	word	Disputa	Bantah	ENGGANO	Chèoba nene igidia	chèoba nene igidia	ch è o b a # n e n e # i gi d i a	k E o b a # n e n e # i c d i a	kEoba nene icdia		
517	270	word	Diventare	Mengiadí	NIAS	Tòla	tòla	t ò l a	t O l a	tOla		
518	270	word	Diventare	Mengiadí	TOBA_BATAK	Gabe	gabe	g a b e	j a b e	jabe	J. S. A. Van Dissel	
519	270	word	Diventare	Mengiadí	ENGGANO	Odohoda	odohoda	o d o h o d a	o d o h o d a	odohoda		
520	270	word	Divorziare	Bercerèi	NIAS	Far<i>o</i>i	faroi	f a r o i	f a r o i	faroi		
521	270	word	Divorziare	Bercerèi	TOBA_BATAK	Síra<i>ng</i>	sírang	s í r a n g	s i r a n j	siranj		
522	270	word	Divorziare	Bercerèi	ENGGANO	Capacoa	capacoa	c a p a c o a	k a p a k o a	kapakoa		
523	270	word	Dolce (sapore)	Manis	NIAS	Ami	ami	a m i	a m i	ami		
524	270	word	Dolce (sapore)	Manis	TOBA_BATAK				⁇	⁇		
525	270	word	Dolce (sapore)	Manis	ENGGANO	Camoni	camoni	c a m o n i	k a m o n i	kamoni		
526	270	word	Domandare	Tágnia ; Minta	NIAS	Fanaha	fanaha	f a n a h a	f a n a h a	fanaha		
527	270	word	Domandare	Tágnia ; Minta	TOBA_BATAK	Mahusò	mahusò	m a h u s ò	m a h u s O	mahusO		
528	270	word	Domandare	Tágnia ; Minta	ENGGANO	Peeò	peeò	p e e ò	p e e O	peeO		
529	270	word	Domani	Besòc	NIAS	Maemòlu	maemòlu	m ae m ò l u	m a:e m O l u	ma:emOlu		
530	270	word	Domani	Besòc	TOBA_BATAK	Tòrang ni arima	tòrang ni arima	t ò r a n g # n i # a r i m a	t O r a n j # n i # a r i m a	tOranj ni arima	J. S. A. Van Dissel	
531	270	word	Domani	Besòc	ENGGANO	Naomana	naomana	n ao m a n a	n a:o m a n a	na:omana		
532	270	word	Donna	Parampuán	NIAS	Alave	alave	a l a v e	a l a v e	alave		
533	270	word	Donna	Parampuán	TOBA_BATAK	Potòsi	potòsi	p o t ò s i	p o t O s i	potOsi		
534	270	word	Donna	Parampuán	ENGGANO	Cahoda	cahoda	c a h o d a	k a h o d a	kahoda		
535	270	word	Dopo	Abís	NIAS	Dania	dania	d a n i a	d a n i a	dania		
536	270	word	Dopo	Abís	TOBA_BATAK	Nu<i>ng</i> i	nung i	n u n g # i	n u n j # i	nunj i		
537	270	word	Dopo	Abís	ENGGANO	Naapé	naapé	n a a p é	n a a p e	naape		
538	270	word	Dormire	Tídor	NIAS	M<i>o</i>r<i>o</i>	moro	m o r o	m o r o	moro		
539	270	word	Dormire	Tídor	TOBA_BATAK	Módom	módom	m ó d o m	m o d o m	modom		
540	270	word	Dormire	Tídor	ENGGANO	Euho	euho	e u h o	e u h o	euho		
541	270	word	Dormire	Tídor	ENGGANO	Cauho	cauho	c au h o	k a:u h o	ka:uho		
542	270	word	Dormire	Tídor	ENGGANO	Bauho	bauho	b au h o	b a:u h o	ba:uho		
543	270	word	Dorso	Bláca-ng-	NIAS	Hulu	hulu	h u l u	h u l u	hulu		
544	270	word	Dorso	Bláca-ng-	TOBA_BATAK				⁇	⁇		
545	270	word	Dorso	Bláca-ng-	ENGGANO	Cahapò	cahapò	c a h a p ò	k a h a p O	kahapO		
546	270	word	Dove ?	Di mana	NIAS	Heza	heza	h e z a	h e z a	heza		
547	270	word	Dove ?	Di mana	TOBA_BATAK	Di diia	di diia	d i # d i i a	d i # d i i a	di diia		
548	270	word	Dove ?	Di mana	ENGGANO	Gno ò	gno ò	gn o # ò	ñ o # O	ño O		
549	271	word	Egli ; Ella	Dia	NIAS	Ia	ia	i a	i a	ia		
550	271	word	Egli ; Ella	Dia	NIAS	Andr<i>o</i>	andro	a n d r o	a n d r o	andro		
551	271	word	Egli ; Ella	Dia	TOBA_BATAK	Ibana	ibana	i b a n a	i b a n a	ibana		
552	271	word	Egli ; Ella	Dia	ENGGANO	Chia	chia	ch i a	k i a	kia		
553	271	word	Entrare	Massòc	NIAS	Famègo	famègo	f a m è g o	f a m E j o	famEjo		
554	271	word	Entrare	Massòc	TOBA_BATAK	Bonhòt	bonhòt	b o n h ò t	b o n h O t	bonhOt	J. S. A. Van Dissel	
555	271	word	Entrare	Massòc	ENGGANO	Cahepaco	cahepaco	c a h e p a c o	k a h e p a k o	kahepako		
556	271	word	Erba	Rumpút	NIAS	Duu	duu	d u u	d u u	duu		
557	271	word	Erba	Rumpút	TOBA_BATAK	Duhút	duhút	d u h ú t	d u h u t	duhut	J. S. A. Van Dissel	
558	271	word	Erba	Rumpút	ENGGANO	Pucuma	pucuma	p u c u m a	p u k u m a	pukuma		
559	271	word	Ereditare	Mendapát pusáca	NIAS	Manema gondròita	manema gondròita	m a n e m a # g o n d r òi t a	m a n e m a # j o n d r o:i t a	manema jondro:ita		
560	271	word	Ereditare	Mendapát pusáca	TOBA_BATAK	Mangumèi	mangumèi	m a n g u m è i	m a n j u m E i	manjumEi	J. S. A. Van Dissel	
561	271	word	Ereditare	Mendapát pusáca	ENGGANO	Mai	mai	m ai	m a:i	ma:i		
562	271	word	Essere	Ada	NIAS	So	so	s o	s o	so		
563	271	word	Essere	Ada	TOBA_BATAK	Adòng	adòng	a d ò n g	a d O n j	adOnj		
564	271	word	Essere	Ada	ENGGANO	Chichia	chichia	ch i ch i a	k i k i a	kikia		
565	271	word	Essere ammalato	Suda sacchè	NIAS	Mof<i>o</i>ch<i>o</i>	mofocho	m o f o c h o	m o f o k h o	mofokho		
566	271	word	Essere ammalato	Suda sacchè	TOBA_BATAK	Sahít	sahít	s a h í t	s a h i t	sahit	J. S. A. Van Dissel	
567	271	word	Essere ammalato	Suda sacchè	ENGGANO	Capucho	capucho	c a p u c h o	k a p u k h o	kapukho		
568	271	word	Estinguere (del fuoco)	Matí api	NIAS	Bunú alito	bunú alito	b u n ú # a l i t o	b u n u # a l i t o	bunu alito		
569	271	word	Estinguere (del fuoco)	Matí api	TOBA_BATAK	Mintòp	mintòp	m i n t ò p	m i n t O p	mintOp	J. S. A. Van Dissel	
570	271	word	Estinguere (del fuoco)	Matí api	ENGGANO	Dipuru	dipuru	d i p u r u	d i p u r u	dipuru		
571	271	word	Faccia	Muccá	NIAS	Bava	bava	b a v a	b a v a	bava		
572	271	word	Faccia	Muccá	TOBA_BATAK	Bohi	bohi	b o h i	b o h i	bohi	J. S. A. Van Dissel	
573	271	word	Faccia	Muccá	ENGGANO	Baca	baca	b a c a	b a k a	baka		
574	271	word	Fame	Lèpar	NIAS	Olofo	olofo	o l o f o	o l o f o	olofo		
575	271	word	Fame	Lèpar	TOBA_BATAK	Rapar	rapar	r a p a r	r a p a r	rapar		
576	271	word	Fame	Lèpar	ENGGANO	Coignò	coignò	c o i gn ò	k o i ñ O	koiñO		
577	271	word	Fanciullo	Anac	NIAS	Ono	ono	o n o	o n o	ono		
578	271	word	Fanciullo	Anac	TOBA_BATAK	Anac	anac	a n a c	a n a k	anak	J. S. A. Van Dissel	
579	271	word	Fanciullo	Anac	TOBA_BATAK	Doli	doli	d o l i	d o l i	doli	J. S. A. Van Dissel	
580	271	word	Fanciullo	Anac	ENGGANO	Ara	ara	a r a	a r a	ara		
581	271	word	Fango	Lumpúr	NIAS	Tai	tai	t ai	t a:i	ta:i		
582	271	word	Fango	Lumpúr	TOBA_BATAK				⁇	⁇		
583	271	word	Fango	Lumpúr	ENGGANO	Canenonèno	canenonèno	c a n e n o n è n o	k a n e n o n E n o	kanenonEno		
584	271	word	Fare	Bichín	NIAS	Mamaz<i>o</i>chi	mamazochi	m a m a z o ch i	m a m a z o k i	mamazoki		
585	271	word	Fare	Bichín	TOBA_BATAK	Mangiadihón	mangiadihón	m a n gi a d i h ó n	m a n c a d i x o n	mancadixon	J. S. A. Van Dissel	
586	271	word	Fare	Bichín	ENGGANO	Pari	pari	p a r i	p a r i	pari		
587	271	word	Fastidi	Susa	NIAS				⁇	⁇		
588	271	word	Fastidi	Susa	TOBA_BATAK				⁇	⁇		
589	271	word	Fastidi	Susa	ENGGANO				⁇	⁇		
590	271	word	Febbre	Demom	NIAS	Ach<i>o</i>m<i>o</i>	achomo	a c h o m o	a k h o m o	akhomo		
591	271	word	Febbre	Demom	TOBA_BATAK	Arun	arun	a r u n	a r u n	arun	J. S. A. Van Dissel	
592	271	word	Febbre	Demom	ENGGANO	Iadòho (?)	iadòho (?)	i a d ò h o # ( ? )	i a d O h o # ( ? )	iadOho (?)		
593	271	word	Felice	Enac	NIAS	Casana	casana	c a s a n a	k a s a n a	kasana		
594	271	word	Felice	Enac	TOBA_BATAK	Tuwa	tuwa	t u w a	t u w a	tuwa		
595	271	word	Felice	Enac	ENGGANO	Caúa	caúa	c aú a	k a:u a	ka:ua		
596	271	word	Ferire	Melucacán	NIAS	Maf<i>o</i>ch<i>o</i>	mafocho	m a f o c h o	m a f o k h o	mafokho		
597	271	word	Ferire	Melucacán	TOBA_BATAK	Mamugadi	mamugadi	m a m u g a d i	m a m u j a d i	mamujadi		
598	271	word	Ferire	Melucacán	ENGGANO	Capacahale	capacahale	c a p a c a h a l e	k a p a k a h a l e	kapakahale		
599	271	word	Ferita	Lucá	NIAS	Socho	socho	s o c h o	s o k h o	sokho		
600	271	word	Ferita	Lucá	TOBA_BATAK	Bugáng	bugáng	b u g á n g	b u j a n j	bujanj		
601	271	word	Ferita	Lucá	ENGGANO	Mehecu	mehecu	m e h e c u	m e h e k u	meheku		
602	271	word	Fermarsi	Brenti	NIAS	Mamato	mamato	m a m a t o	m a m a t o	mamato		
603	271	word	Fermarsi	Brenti	TOBA_BATAK	Matsohòt	matsohòt	m a t s o h ò t	m a t s o h O t	matsohOt		
604	271	word	Fermarsi	Brenti	ENGGANO				⁇	⁇		
605	271	word	Ferma ǃ	Diám	NIAS	Tráfa	tráfa	t r á f a	t r a f a	trafa		
606	271	word	Ferma ǃ	Diám	TOBA_BATAK	Maradían	maradían	m a r a d í a n	m a r a d i a n	maradian		
607	271	word	Ferma ǃ	Diám	ENGGANO	Iapé	iapé	i a p é	i a p e	iape		
608	271	word	Ferro	Bessí	NIAS	Siòli	siòli	s i ò l i	s i O l i	siOli		
609	271	word	Ferro	Bessí	TOBA_BATAK	Bòsi	bòsi	b ò s i	b O s i	bOsi		
610	271	word	Ferro	Bessí	ENGGANO	Epacamai	epacamai	e p a c a m ai	e p a k a m a:i	epakama:i		
611	271	word	Ferro arrugginito	Bessí carat	NIAS	Siòli sohòwu	siòli sohòwu	s i ò l i # s o h ò w u	s i O l i # s o h O w u	siOli sohOwu		
612	271	word	Ferro arrugginito	Bessí carat	TOBA_BATAK	Fasic	fasic	f a s i c	f a s i k	fasik		
613	271	word	Ferro arrugginito	Bessí carat	ENGGANO	Epacamai mòco ecai	epacamai mòco ecai	e p a c a m ai # m ò c o # e c ai	e p a k a m a:i # m O k o # e k a:i	epakama:i mOko eka:i		
614	271	word	Fiamma	Niala	NIAS	Hohahòla	hohahòla	h o h a h ò l a	h o h a h O l a	hohahOla		
615	271	word	Fiamma	Niala	TOBA_BATAK	Gorgòr	gorgòr	g o r g ò r	j o r j O r	jorjOr		
616	271	word	Fiamma	Niala	ENGGANO	Carahu	carahu	c a r a h u	k a r a h u	karahu		
617	271	word	Figlio	Anac	NIAS	Ono	ono	o n o	o n o	ono		
618	271	word	Figlio	Anac	TOBA_BATAK	Anac	anac	a n a c	a n a k	anak		
619	271	word	Figlio	Anac	ENGGANO	Ara	ara	a r a	a r a	ara		
620	271	word	Fiore	Cumbá-ng-	NIAS	Bowo	bowo	b o w o	b o w o	bowo		
621	271	word	Fiore	Cumbá-ng-	TOBA_BATAK	Bu<i>ng</i>a	bunga	b u n g a	b u n j a	bunja		
622	271	word	Fiore	Cumbá-ng-	ENGGANO	Epòi	epòi	e p òi	e p o:i	epo:i		
623	271	word	Flusso	Aier pasá-ng-	NIAS	Ebu lowo	ebu lowo	e b u # l o w o	e b u # l o w o	ebu lowo		
624	271	word	Flusso	Aier pasá-ng-	TOBA_BATAK	Pasá<i>ng</i>	pasáng	p a s á n g	p a s a n j	pasanj	J. S. A. Van Dissel	
625	271	word	Flusso	Aier pasá-ng-	ENGGANO	Caachihi èue<sem=""marea bassa"">	caachihi èue	c a a ch i h i # è u e	k a a k i x i # E u e	kaakixi Eue		<sem=""marea bassa"">
626	271	word	Flusso	Aier pasá-ng-	ENGGANO	Cacahoda èue<sem=""marea alta"">	cacahoda èue	c a c a h o d a # è u e	k a k a h o d a # E u e	kakahoda Eue		<sem=""marea alta"">
627	271	word	Foce	Mulút sungèi	NIAS	Luaha	luaha	l u a h a	l u a h a	luaha		
628	271	word	Foce	Mulút sungèi	TOBA_BATAK	Muwara	muwara	m u w a r a	m u w a r a	muwara	J. S. A. Van Dissel	
629	271	word	Foce	Mulút sungèi	ENGGANO	Eca belowa	eca belowa	e c a # b e l o w a	e k a # b e l o w a	eka belowa		
630	271	word	Focolare	Dápur	NIAS	Auri	auri	au r i	a:u r i	a:uri		
631	271	word	Focolare	Dápur	TOBA_BATAK				⁇	⁇		
632	271	word	Focolare	Dápur	ENGGANO	Epò	epò	e p ò	e p O	epO		
633	271	word	Foresta	Rimbu	NIAS	Atúa	atúa	a t ú a	a t u a	atua		
634	271	word	Foresta	Rimbu	TOBA_BATAK	Hara<i>ng</i>an	harangan	h a r a n g a n	h a r a n j a n	haranjan		
635	271	word	Foresta	Rimbu	ENGGANO	Iacuè	iacuè	i a c u è	i a k u E	iakuE		
636	271	word	Forse	Brancalí	NIAS	Taila	taila	t ai l a	t a:i l a	ta:ila		
637	271	word	Forse	Brancalí	TOBA_BATAK	Ra	ra	r a	r a	ra		
638	271	word	Forse	Brancalí	TOBA_BATAK	Atic	atic	a t i c	a t i k	atik		
639	271	word	Forse	Brancalí	ENGGANO	Uachíua	uachíua	u a ch í u a	u a k i u a	uakiua		
640	271	word	Forte	Cuát	NIAS	Ab<i>o</i>l<i>o</i>b<i>o</i>l<i>o</i>	abolobolo	a b o l o b o l o	a b o l o b o l o	abolobolo		
641	271	word	Forte	Cuát	TOBA_BATAK	Agasan	agasan	a g a s a n	a j a s a n	ajasan		
642	271	word	Forte	Cuát	TOBA_BATAK	Gogo	gogo	g o g o	j o j o	jojo		
643	271	word	Forte	Cuát	ENGGANO	Eeò	eeò	e e ò	e e O	eeO		
644	271	word	Fratello	Sudárat	NIAS	Talifusso	talifusso	t a l i f u s s o	t a l i f u s s o	talifusso		
645	271	word	Fratello	Sudárat	TOBA_BATAK	Iboto	iboto	i b o t o	i b o t o	iboto		
646	271	word	Fratello	Sudárat	TOBA_BATAK	Haha<sem=""maggiore"">	haha	h a h a	h a h a	haha		<sem=""maggiore"">
647	271	word	Fratello	Sudárat	TOBA_BATAK	A<i>ng</i>ghi<sem=""minore"">	angghi	a n g g h i	a n j j h i	anjjhi		<sem=""minore"">
648	271	word	Fratello	Sudárat	ENGGANO	Eaha	eaha	e a h a	e a h a	eaha		
649	271	word	Freccia	Anac pana	NIAS				⁇	⁇		
650	271	word	Freccia	Anac pana	TOBA_BATAK	Naccat<rm=""del sumpitan"">	naccat	n a cc a t	n a k a t	nakat		<rm=""del sumpitan"">
651	271	word	Freccia	Anac pana	ENGGANO				⁇	⁇		
652	271	word	Freddo	Digním	NIAS	Oafu	oafu	o a f u	o a f u	oafu		
653	271	word	Freddo	Digním	TOBA_BATAK	Ngali	ngali	n g a l i	n j a l i	njali	J. S. A. Van Dissel	
654	271	word	Freddo	Digním	ENGGANO	Eòho	eòho	e ò h o	e O h o	eOho		
655	272	word	Fronte	Dahi	NIAS	Angango	angango	a n g a n g o	a n j a n j o	anjanjo		
656	272	word	Fronte	Dahi	TOBA_BATAK	Par dompác an	par dompác an	p a r # d o m p á c # a n	p a r # d o m p a k # a n	par dompak an	J. S. A. Van Dissel	
657	272	word	Fronte	Dahi	ENGGANO	Ecu	ecu	e c u	e k u	eku		
658	272	word	Frutti	Buá	NIAS	Bua	bua	b u a	b u a	bua		
659	272	word	Frutti	Buá	TOBA_BATAK	Parbuwe	parbuwe	p a r b u w e	p a r b u w e	parbuwe	J. S. A. Van Dissel	
660	272	word	Frutti	Buá	ENGGANO	Hua	hua	h u a	h u a	hua		
661	272	word	Fumare	Minúm timbaco	NIAS	Ma<i>ng</i>a ròco	manga ròco	m a n g a # r ò c o	m a n j a # r O k o	manja rOko		
662	272	word	Fumare	Minúm timbaco	TOBA_BATAK	Manhisáp	manhisáp	m a n h i s á p	m a n h i s a p	manhisap		
663	272	word	Fumare	Minúm timbaco	ENGGANO	Meno timbaho	meno timbaho	m e n o # t i m b a h o	m e n o # t i m b a h o	meno timbaho		
664	272	word	Fumo	Asap	NIAS				⁇	⁇		
665	272	word	Fumo	Asap	TOBA_BATAK	Timús	timús	t i m ú s	t i m u s	timus		
666	272	word	Fumo	Asap	ENGGANO				⁇	⁇		
667	272	word	Fuoco	Apí	NIAS	Alito	alito	a l i t o	a l i t o	alito		
668	272	word	Fuoco	Apí	TOBA_BATAK	Apí	apí	a p í	a p i	api		
669	272	word	Fuoco	Apí	ENGGANO	Eòbi	eòbi	e ò b i	e O b i	eObi		
670	272	word	Gallina	Aiám	NIAS	Manu	manu	m a n u	m a n u	manu		
671	272	word	Gallina	Aiám	TOBA_BATAK	Mánuc	mánuc	m á n u c	m a n u k	manuk		
672	272	word	Gallina	Aiám	ENGGANO	Chedòbu	chedòbu	ch e d ò b u	k e d O b u	kedObu		
673	272	word	Gamba (dal ginocchio in giù)	Cachí	NIAS				⁇	⁇		
674	272	word	Gamba (dal ginocchio in giù)	Cachí	TOBA_BATAK				⁇	⁇		
675	272	word	Gamba (dal ginocchio in giù)	Cachí	ENGGANO	Epio pio	epio pio	e p i o # p i o	e p i o # p i o	epio pio		
676	272	word	Gatto	Cutci-ng-	NIAS	Mao	mao	m ao	m a:o	ma:o		
677	272	word	Gatto	Cutci-ng-	TOBA_BATAK	Bapú<i>ng</i>	bapúng	b a p ú n g	b a p u n j	bapunj		
678	272	word	Gatto	Cutci-ng-	ENGGANO	Ebèo	ebèo	e b è o	e b E o	ebEo		
679	272	word	Gatto	Cutci-ng-	ENGGANO	Eáo	eáo	e á o	e a o	eao		
680	272	word	Geloso	Ciemburu	NIAS	Olohu	olohu	o l o h u	o l o h u	olohu		
681	272	word	Geloso	Ciemburu	TOBA_BATAK	Manghimburu	manghimburu	m a n g h i m b u r u	m a n j h i m b u r u	manjhimburu		
682	272	word	Geloso	Ciemburu	ENGGANO	Agnia	agnia	a gn i a	a ñ i a	añia		
683	272	word	Già	Sidia ; siáp	NIAS	Nòa	nòa	n ò a	n O a	nOa		
684	272	word	Già	Sidia ; siáp	TOBA_BATAK	Nu<i>ng</i>a	nunga	n u n g a	n u n j a	nunja		
685	272	word	Già	Sidia ; siáp	ENGGANO	Abóha	abóha	a b ó h a	a b o h a	aboha		
