ID,PAGE,TYPE,ITALIAN,MALAY,DOCULECT,WORD,WORD2,TOBA_BATAK_SOURCE,REMARK
662,272,word,Fumare,Minúm timbaco,TOBA_BATAK,Manhisáp,manhisáp,,
663,272,word,Fumare,Minúm timbaco,ENGGANO,Meno timbaho,meno timbaho,,
664,272,word,Fumo,Asap,NIAS,,,,
665,272,word,Fumo,Asap,TOBA_BATAK,Timús,timús,,
666,272,word,Fumo,Asap,ENGGANO,,,,
667,272,word,Fuoco,Apí,NIAS,Alito,alito,,
668,272,word,Fuoco,Apí,TOBA_BATAK,Apí,apí,,
669,272,word,Fuoco,Apí,ENGGANO,Eòbi,eòbi,,
670,272,word,Gallina,Aiám,NIAS,Manu,manu,,
671,272,word,Gallina,Aiám,TOBA_BATAK,Mánuc,mánuc,,
672,272,word,Gallina,Aiám,ENGGANO,Chedòbu,chedòbu,,
673,272,word,Gamba (dal ginocchio in giù),Cachí,NIAS,,,,
674,272,word,Gamba (dal ginocchio in giù),Cachí,TOBA_BATAK,,,,
675,272,word,Gamba (dal ginocchio in giù),Cachí,ENGGANO,Epio pio,epio pio,,
676,272,word,Gatto,Cutci-ng-,NIAS,Mao,mao,,
677,272,word,Gatto,Cutci-ng-,TOBA_BATAK,Bapú<i>ng</i>,bapúng,,
678,272,word,Gatto,Cutci-ng-,ENGGANO,Ebèo,ebèo,,
679,272,word,Gatto,Cutci-ng-,ENGGANO,Eáo,eáo,,
680,272,word,Geloso,Ciemburu,NIAS,Olohu,olohu,,
681,272,word,Geloso,Ciemburu,TOBA_BATAK,Manghimburu,manghimburu,,
682,272,word,Geloso,Ciemburu,ENGGANO,Agnia,agnia,,
683,272,word,Già,Sidia ; siáp,NIAS,Nòa,nòa,,
684,272,word,Già,Sidia ; siáp,TOBA_BATAK,Nu<i>ng</i>a,nunga,,
685,272,word,Già,Sidia ; siáp,ENGGANO,Abóha,abóha,,
686,272,word,Ginocchio,Lutút,NIAS,Balu duhi,balu duhi,,
687,272,word,Ginocchio,Lutút,TOBA_BATAK,Ulu ni tot,ulu ni tot,J. S. A. Van Dissel,
688,272,word,Ginocchio,Lutút,ENGGANO,Epòo,epòo,,
689,272,word,Ginocchio,Lutút,ENGGANO,Epu,epu,,
690,272,word,Giorno,Arí,NIAS,Sara sibaia,sara sibaia,,
691,272,word,Giorno,Arí,TOBA_BATAK,Hari,hari,,
692,272,word,Giorno,Arí,ENGGANO,Cahapò,cahapò,,
693,272,word,Giovane,Múda,NIAS,Awúgiu,awúgiu,,
694,272,word,Giovane,Múda,TOBA_BATAK,Poso,poso,,
695,272,word,Giovane,Múda,ENGGANO,Eaha,eaha,,
696,272,word,Giù,Di bawá,NIAS,Tou,tou,,
697,272,word,Giù,Di bawá,TOBA_BATAK,Di tóru,di tóru,,
698,272,word,Giù,Di bawá,ENGGANO,Itòpo,itòpo,,
699,272,word,Giurare,Sumpá,NIAS,M<i>o</i>i ba h<i>o</i>lu,moi ba holu,,
700,272,word,Giurare,Sumpá,TOBA_BATAK,Manabas,manabas,J. S. A. Van Dissel,
701,272,word,Giurare,Sumpá,ENGGANO,Bahitò,bahitò,,
702,272,word,Gomito,Sicu,NIAS,Talinga ziu,talinga ziu,,
703,272,word,Gomito,Sicu,TOBA_BATAK,Suhi²,suhi²,,
704,272,word,Gomito,Sicu,ENGGANO,Epú ápo,epú ápo,,
705,272,word,Gota,Pipì,NIAS,Boo,boo,,
706,272,word,Gota,Pipì,TOBA_BATAK,,,,
707,272,word,Gota,Pipì,ENGGANO,Papa,papa,,
708,272,word,Gota,Pipì,ENGGANO,Epapa,epapa,,
709,272,word,Grande,Besár,NIAS,Ebúa,ebúa,,
710,272,word,Grande,Besár,TOBA_BATAK,Balga,balga,,
711,272,word,Grande,Besár,ENGGANO,Amuho,amuho,,
712,272,word,Guerreggiare,Melawán,NIAS,Fanúwo,fanúwo,,"GPWR--reciprocal ""papuru"" 'to fight' (?)"
713,272,word,Guerreggiare,Melawán,TOBA_BATAK,Marmuus,marmuus,J. S. A. Van Dissel,"GPWR--reciprocal ""papuru"" 'to fight' (?)"
714,272,word,Guerreggiare,Melawán,ENGGANO,Caparí papuru,caparí papuru,,"GPWR--reciprocal ""papuru"" 'to fight' (?)"
715,272,word,Ieri,Camarèn,NIAS,Menéwi,menéwi,,
716,272,word,Ieri,Camarèn,TOBA_BATAK,Nattowari,nattowari,J. S. A. Van Dissel,
717,272,word,Ieri,Camarèn,ENGGANO,Baheba,baheba,,
718,272,word,Imbarcarsi,Naèc capál,NIAS,Moi ba owo,moi ba owo,,
719,272,word,Imbarcarsi,Naèc capál,TOBA_BATAK,,,,
720,272,word,Imbarcarsi,Naèc capál,ENGGANO,Uaha elòha,uaha elòha,,
721,272,word,Imprestare,Píngiam,NIAS,Fondra u anaa,fondra u anaa,,
722,272,word,Imprestare,Píngiam,TOBA_BATAK,Manggowarhón,manggowarhón,,
723,272,word,Imprestare,Píngiam,ENGGANO,Peionia caulu,peionia caulu,,
724,272,word,Indice,Giari telungiúc,NIAS,Turu lúo,turu lúo,,
725,272,word,Indice,Giari telungiúc,TOBA_BATAK,Si tu mudu,si tu mudu,J. S. A. Van Dissel,
726,272,word,Indice,Giari telungiúc,ENGGANO,Eu apo,eu apo,,
727,272,word,Indice del piede,Giari telungiúc cachi,NIAS,,,,
728,272,word,Indice del piede,Giari telungiúc cachi,TOBA_BATAK,,,,
729,272,word,Indice del piede,Giari telungiúc cachi,ENGGANO,Eminuáe,eminuáe,,
730,272,word,Indolente,Malas,NIAS,Rumiri,rumiri,,
731,272,word,Indolente,Malas,TOBA_BATAK,Golut,golut,,
732,272,word,Indolente,Malas,ENGGANO,Caracòia iaidia,caracòia iaidia,,
733,272,word,Ingannare,Tipú,NIAS,Falimo,falimo,,GPWR--reciprocal (?)
734,272,word,Ingannare,Tipú,TOBA_BATAK,Mangatsi,mangatsi,,GPWR--reciprocal (?)
735,272,word,Ingannare,Tipú,ENGGANO,Paporò,paporò,,GPWR--reciprocal (?)
736,272,word,Insieme,Sama²,NIAS,Aw<i>o</i>,awo,,
737,272,word,Insieme,Sama²,TOBA_BATAK,Rap,rap,J. S. A. Van Dissel,
738,272,word,Insieme,Sama²,ENGGANO,Uahelu chidera,uahelu chidera,,
739,272,word,Invece,Ganti,NIAS,Fatua,fatua,,
740,272,word,Invece,Ganti,TOBA_BATAK,Di inganán,di inganán,J. S. A. Van Dissel,
741,272,word,Invece,Ganti,ENGGANO,Pachèli,pachèli,,
742,272,word,Insidia,De-ng-chi,NIAS,D<i>o</i>d<i>o</i> afocho,dodo afocho,,
743,272,word,Insidia,De-ng-chi,TOBA_BATAK,Lòmo,lòmo,J. S. A. Van Dissel,
744,272,word,Insidia,De-ng-chi,ENGGANO,Uachepi,uachepi,,
745,272,word,Io,Saia,NIAS,Iao,iao,,
746,272,word,Io,Saia,TOBA_BATAK,Au,au,,
747,272,word,Io,Saia,TOBA_BATAK,Ahu,ahu,,
748,272,word,Io,Saia,ENGGANO,Ua,ua,,
749,272,word,Isola,Pulu,NIAS,Fulu,fulu,,
750,272,word,Isola,Pulu,TOBA_BATAK,Pulo,pulo,,
751,272,word,Isola,Pulu,ENGGANO,Chèfu,chèfu,,
752,272,word,Là,Di sana,NIAS,Bada <i>o</i>,bada o,,
753,272,word,Là,Di sana,TOBA_BATAK,Disi,disi,J. S. A. Van Dissel,
754,272,word,Là,Di sana,ENGGANO,Iò,iò,,
755,272,word,Labbra,Bibír,NIAS,Be<i>w</i>e,bewe,,
756,272,word,Labbra,Bibír,TOBA_BATAK,Bibir,bibir,J. S. A. Van Dissel,
757,272,word,Labbra,Bibír,ENGGANO,Eochitipo,eochitipo,,
758,272,word,Labbra,Bibír,ENGGANO,Curirifò,curirifò,,
759,272,word,Lacrima,Aier mata,NIAS,Idano h<i>o</i>r<i>o</i>,idano horo,,
760,272,word,Lacrima,Aier mata,TOBA_BATAK,Ilu,ilu,J. S. A. Van Dissel,
761,272,word,Lacrima,Aier mata,ENGGANO,,,,
762,272,word,Lampo,Chilát,NIAS,Gari mbanúa,gari mbanúa,,
763,272,word,Lampo,Chilát,TOBA_BATAK,Sacsíc,sacsíc,,
764,272,word,Lampo,Chilát,ENGGANO,,,,
765,272,word,Lancia,Tumbac,NIAS,Toho,toho,,
766,272,word,Lancia,Tumbac,TOBA_BATAK,Húgiur,húgiur,,
767,272,word,Lancia,Tumbac,ENGGANO,Ecaio,ecaio,,
768,272,word,Largo,Lebar,NIAS,Ebólo,ebólo,,
769,272,word,Largo,Lebar,TOBA_BATAK,Bolac,bolac,J. S. A. Van Dissel,
770,272,word,Largo,Lebar,ENGGANO,Aehepòho,aehepòho,,
771,272,word,Latte,Susu,NIAS,Idano meme,idano meme,,
772,272,word,Latte,Susu,TOBA_BATAK,Dadi,dadi,J. S. A. Van Dissel,
773,272,word,Latte,Susu,ENGGANO,Coco,coco,,
774,272,word,Lavorare,Cregia,NIAS,Hal<i>o</i>w<i>o</i>,halowo,,
775,272,word,Lavorare,Cregia,TOBA_BATAK,Pande,pande,,
776,272,word,Lavorare,Cregia,ENGGANO,Cobabarí,cobabarí,,
777,273,word,Leggiero,Entè-ng-,NIAS,Caòcha,caòcha,,
778,273,word,Leggiero,Entè-ng-,TOBA_BATAK,Sowada borat,sowada borat,J. S. A. Van Dissel,
779,273,word,Leggiero,Entè-ng-,ENGGANO,Cahau,cahau,,
780,273,word,Legno,Caiú,NIAS,Eu,eu,,
781,273,word,Legno,Caiú,TOBA_BATAK,Háiu,háiu,,
782,273,word,Legno,Caiú,ENGGANO,Cuo,cuo,,
783,273,word,Lento,Lambát,NIAS,Ahoho,ahoho,,
784,273,word,Lento,Lambát,TOBA_BATAK,Asoc,asoc,J. S. A. Van Dissel,
785,273,word,Lento,Lambát,ENGGANO,Chèoba pohai paniha,chèoba pohai paniha,,
786,273,word,Lingua,Lida,NIAS,Lèla,lèla,,
787,273,word,Lingua,Lida,TOBA_BATAK,Dila,dila,,
788,273,word,Lingua,Lida,ENGGANO,Erio,erio,,
789,273,word,Lingua,Lida,ENGGANO,Eliho,eliho,,
790,273,word,Lontano,Giau,NIAS,Ar<i>o</i>u,arou,,
791,273,word,Lontano,Giau,TOBA_BATAK,Dao,dao,,
792,273,word,Lontano,Giau,ENGGANO,Mimina,mimina,,
793,273,word,Loro (Pron. Poss.),Dia punia,NIAS,Ra,ra,,
794,273,word,Loro (Pron. Poss.),Dia punia,TOBA_BATAK,Tu nasida,tu nasida,J. S. A. Van Dissel,
795,273,word,Loro (Pron. Poss.),Dia punia,ENGGANO,Chidara,chidara,,
796,273,word,Loro (Pron. Pers.),,NIAS,,,,
797,273,word,Loro (Pron. Pers.),,TOBA_BATAK,Nasida,nasida,,
798,273,word,Loro (Pron. Pers.),,ENGGANO,,,,
799,273,word,Luna,Bulán,NIAS,Bawa,bawa,,
800,273,word,Luna,Bulán,TOBA_BATAK,Bulán,bulán,,
801,273,word,Luna,Bulán,ENGGANO,Canua,canua,,
802,273,word,Lungo,Pangián,NIAS,Enau,enau,,
803,273,word,Lungo,Pangián,TOBA_BATAK,Gandgiá<i>ng</i>,gandgiáng,J. S. A. Van Dissel,
804,273,word,Lungo,Pangián,ENGGANO,Aehenudia,aehenudia,,
805,273,word,Ma,Tapi,NIAS,Ba,ba,,
806,273,word,Ma,Tapi,TOBA_BATAK,Alai,alai,J. S. A. Van Dissel,
807,273,word,Ma,Tapi,ENGGANO,Iòchi,iòchi,,
808,273,word,Macchia,Ciòring,NIAS,Si ta uno,si ta uno,,
809,273,word,Macchia,Ciòring,TOBA_BATAK,Rotac,rotac,J. S. A. Van Dissel,
810,273,word,Macchia,Ciòring,ENGGANO,Pachiapa,pachiapa,,
811,273,word,Madre,Ma,NIAS,Ina,ina,,
812,273,word,Madre,Ma,TOBA_BATAK,Ina,ina,,
813,273,word,Madre,Ma,ENGGANO,Nai,nai,,
814,273,word,Magro,Curús,NIAS,Angáo,angáo,,
815,273,word,Magro,Curús,TOBA_BATAK,Sowada hapal,sowada hapal,J. S. A. Van Dissel,
816,273,word,Magro,Curús,ENGGANO,Chemá,chemá,,
817,273,word,Malato,Sacché,NIAS,Maf<i>o</i>ch<i>o</i>,mafocho,,
818,273,word,Malato,Sacché,TOBA_BATAK,Sahít,sahít,,
819,273,word,Malato,Sacché,ENGGANO,Capuhu,capuhu,,
820,273,word,Mandare,Chirím,NIAS,Mamantenge,mamantenge,,
821,273,word,Mandare,Chirím,TOBA_BATAK,Manongós,manongós,,
822,273,word,Mandare,Chirím,ENGGANO,Uaha ioní,uaha ioní,,
823,273,word,Mangiare,Macán,NIAS,Manga,manga,,
824,273,word,Mangiare,Macán,TOBA_BATAK,Ma<i>ng</i>án,mangán,,
825,273,word,Mangiare,Macán,ENGGANO,Eonò,eonò,,
826,273,word,Mangiare,Macán,ENGGANO,Menò,menò,,
827,273,word,Mangiativi,Macanán,NIAS,,,,
828,273,word,Mangiativi,Macanán,TOBA_BATAK,,,,
829,273,word,Mangiativi,Macanán,ENGGANO,Eò,eò,,
830,273,word,Mano,Ta-ng-án,NIAS,Ta<i>ng</i>a,tanga,,
831,273,word,Mano,Ta-ng-án,TOBA_BATAK,Ta<i>ng</i>án,tangán,,
832,273,word,Mano,Ta-ng-án,ENGGANO,Emino apo,emino apo,,
833,273,word,Mare,Laút,NIAS,Asi,asi,,
834,273,word,Mare,Laút,TOBA_BATAK,Laut,laut,,
835,273,word,Mare,Laút,ENGGANO,Euè,euè,,
836,273,word,Maritarsi,Cawin,NIAS,Fangowalu,fangowalu,,GPWR--reciprocal (?)
837,273,word,Maritarsi,Cawin,TOBA_BATAK,Marhubaio,marhubaio,,GPWR--reciprocal (?)
838,273,word,Maritarsi,Cawin,ENGGANO,Pahona,pahona,,GPWR--reciprocal (?)
839,273,word,Marito,Lachí²,NIAS,Ina matúa,ina matúa,,
840,273,word,Marito,Lachí²,TOBA_BATAK,Amáng²,amáng²,J. S. A. Van Dissel,
841,273,word,Marito,Lachí²,ENGGANO,Nanu,nanu,,
842,273,word,Mattina,Paghí,NIAS,Maemolu,maemolu,,
843,273,word,Mattina,Paghí,TOBA_BATAK,Sogót,sogót,J. S. A. Van Dissel,
844,273,word,Mattina,Paghí,ENGGANO,Pahemana,pahemana,,
845,273,word,Maturo,Masá,NIAS,Asoso,asoso,,
846,273,word,Maturo,Masá,TOBA_BATAK,Masáh,masáh,,
847,273,word,Maturo,Masá,ENGGANO,Menaco,menaco,,
848,273,word,Medicina,Obát,NIAS,Dálu²,dálu²,,
849,273,word,Medicina,Obát,TOBA_BATAK,Daon,daon,,
850,273,word,Medicina,Obát,ENGGANO,Ehabédo,ehabédo,,
851,273,word,Medio,Giari te-ng-á,NIAS,Turu lawa,turu lawa,,
852,273,word,Medio,Giari te-ng-á,TOBA_BATAK,Tambar,tambar,,
853,273,word,Medio,Giari te-ng-á,ENGGANO,Eu apo,eu apo,,
854,273,word,Medio del piede,Giari te-ng-á cachí,NIAS,,,,
855,273,word,Medio del piede,Giari te-ng-á cachí,TOBA_BATAK,Si tuwalang,si tuwalang,J. S. A. Van Dissel,
856,273,word,Medio del piede,Giari te-ng-á cachí,ENGGANO,Eminuáe,eminuáe,,
857,273,word,Meno,Curáng,NIAS,Ambo,ambo,,
858,273,word,Meno,Curáng,TOBA_BATAK,Nuráng,nuráng,J. S. A. Van Dissel,
859,273,word,Meno,Curáng,ENGGANO,Chimaná,chimaná,,
860,273,word,Mentire,Giusta,NIAS,Falimo,falimo,,
861,273,word,Mentire,Giusta,TOBA_BATAK,Margapgápi,margapgápi,J. S. A. Van Dissel,
862,273,word,Mentire,Giusta,ENGGANO,Poporò,poporò,,
863,273,word,Mento,Dagu,NIAS,Tai,tai,,
864,273,word,Mento,Dagu,TOBA_BATAK,Isáng,isáng,J. S. A. Van Dissel,
865,273,word,Mento,Dagu,ENGGANO,Echì,echì,,
866,273,word,Merda,Tahi ; Bèra,NIAS,Tai,tai,,
867,273,word,Merda,Tahi ; Bèra,TOBA_BATAK,Itíng,itíng,,
868,273,word,Merda,Tahi ; Bèra,ENGGANO,Echai,echai,,
869,273,word,Metà,Ste-ng-á,NIAS,Mató<i>ng</i>a,matónga,,
870,273,word,Metà,Ste-ng-á,TOBA_BATAK,To<i>ng</i>a,tonga,J. S. A. Van Dissel,
871,273,word,Metà,Ste-ng-á,ENGGANO,Chidaho,chidaho,,
872,273,word,Mignolo,Cali-ng-chí-ng-,NIAS,Turu si achi,turu si achi,,
873,273,word,Mignolo,Cali-ng-chí-ng-,TOBA_BATAK,Anac ni ta<i>ng</i>án,anac ni tangán,J. S. A. Van Dissel,
874,273,word,Mignolo,Cali-ng-chí-ng-,ENGGANO,Eara uapo,eara uapo,,
875,273,word,Mignolo del piede,Cali-ng-chí-ng- cachí,NIAS,,,,
876,273,word,Mignolo del piede,Cali-ng-chí-ng- cachí,TOBA_BATAK,,,,
877,273,word,Mignolo del piede,Cali-ng-chí-ng- cachí,ENGGANO,Earaua,earaua,,
878,273,word,Minacciare,Britacút,NIAS,Lafeláu,lafeláu,,"M--""beri takut"" ?"
879,273,word,Minacciare,Britacút,TOBA_BATAK,Mangasupi,mangasupi,J. S. A. Van Dissel,"M--""beri takut"" ?"
880,273,word,Minacciare,Britacút,ENGGANO,Epuru,epuru,,"M--""beri takut"" ?"
881,273,word,Mio,Saia punia,NIAS,Gu,gu,,
882,273,word,Mio,Saia punia,TOBA_BATAK,,,,
883,273,word,Mio,Saia punia,ENGGANO,Eharu,eharu,,
884,273,word,Misericordia,Cassián,NIAS,Fa aharo d<i>o</i>d<i>o</i>,fa aharo dodo,,GPWR--reciprocal (?)
885,273,word,Misericordia,Cassián,TOBA_BATAK,Saiáng,saiáng,,GPWR--reciprocal (?)
886,273,word,Misericordia,Cassián,ENGGANO,Pachinunai,pachinunai,,GPWR--reciprocal (?)
887,273,word,Moglie,Biní,NIAS,Alave,alave,,
888,273,word,Moglie,Biní,TOBA_BATAK,Bòru²,bòru²,J. S. A. Van Dissel,
889,273,word,Moglie,Biní,ENGGANO,Honá,honá,,
890,273,word,Molto,Bagná,NIAS,Oia,oia,,
891,273,word,Molto,Bagná,TOBA_BATAK,Lan,lan,J. S. A. Van Dissel,
892,273,word,Molto,Bagná,ENGGANO,Mòco,mòco,,
893,273,word,Montare,Naèc,NIAS,Manoi,manoi,,
894,273,word,Montare,Naèc,TOBA_BATAK,Manáec,manáec,,
895,273,word,Montare,Naèc,ENGGANO,Ahi gèbe,ahi gèbe,,
896,274,word,Monte,Gunúng,NIAS,Hili,hili,,
897,274,word,Monte,Gunúng,NIAS,Bawo,bawo,,
898,274,word,Monte,Gunúng,TOBA_BATAK,Dòloc,dòloc,,
899,274,word,Monte,Gunúng,ENGGANO,Ecòho,ecòho,,
900,274,word,Mordere,Menghighít,NIAS,Fausu,fausu,,
901,274,word,Mordere,Menghighít,TOBA_BATAK,Maccarát,maccarát,J. S. A. Van Dissel,
902,274,word,Mordere,Menghighít,ENGGANO,Hao,hao,,
903,274,word,Morire,Matí,NIAS,Mate,mate,,
904,274,word,Morire,Matí,TOBA_BATAK,Mate,mate,,
905,274,word,Morire,Matí,ENGGANO,Opanené caá,opanené caá,,
906,274,word,Morto,Matí,NIAS,Mate,mate,,
907,274,word,Morto,Matí,TOBA_BATAK,Mamis,mamis,J. S. A. Van Dissel,
908,274,word,Morto,Matí,ENGGANO,Caá,caá,,
909,274,word,Muto,Bisu,NIAS,Si lo hede hede,si lo hede hede,,
910,274,word,Muto,Bisu,TOBA_BATAK,<i>Ng</i>u<i>ng</i>u,ngungu,,
911,274,word,Muto,Bisu,ENGGANO,Chiparadío,chiparadío,,
912,274,word,Nascere,Peranác,NIAS,Tumbu,tumbu,,
913,274,word,Nascere,Peranác,TOBA_BATAK,Manginlubu,manginlubu,,
914,274,word,Nascere,Peranác,ENGGANO,Coda,coda,,
915,274,word,Naso,Hidung,NIAS,Ichu,ichu,,
916,274,word,Naso,Hidung,TOBA_BATAK,Igung,igung,,
917,274,word,Naso,Hidung,ENGGANO,Epanu,epanu,,
918,274,word,Naufragare,Picciá capál,NIAS,Abólo nòwo,abólo nòwo,,
919,274,word,Naufragare,Picciá capál,TOBA_BATAK,,,,
920,274,word,Naufragare,Picciá capál,ENGGANO,Chipopòa,chipopòa,,
921,274,word,Nave,Prau ; Capál,NIAS,Owo,owo,,
922,274,word,Nave,Prau ; Capál,TOBA_BATAK,Parau,parau,J. S. A. Van Dissel,
923,274,word,Nave,Prau ; Capál,ENGGANO,Elòha,elòha,,
924,274,word,Nemico,Musúh,NIAS,Emáli,emáli,,GPWR--reciprocal (?)
925,274,word,Nemico,Musúh,TOBA_BATAK,Musú,musú,J. S. A. Van Dissel,GPWR--reciprocal (?)
926,274,word,Nemico,Musúh,ENGGANO,Parahò,parahò,,GPWR--reciprocal (?)
927,274,word,Nero,Itám,NIAS,Saito,saito,,
928,274,word,Nero,Itám,TOBA_BATAK,Birɔ<i>ng</i>,birɔng,,
929,274,word,Nero,Itám,ENGGANO,Caani,caani,,
930,274,word,Nò,Tidá,NIAS,L<i>o</i>,lo,,
931,274,word,Nò,Tidá,TOBA_BATAK,Indaong,indaong,,
932,274,word,Nò,Tidá,ENGGANO,Chèa,chèa,,
933,274,word,Noi,Chíta,NIAS,Iaita,iaita,,
934,274,word,Noi,Chíta,TOBA_BATAK,"Hita<rm=""incl."">",hita,,"<rm=""incl."">"
935,274,word,Noi,Chíta,TOBA_BATAK,"Hami<rm=""escl."">",hami,,"<rm=""escl."">"
936,274,word,Noi,Chíta,ENGGANO,Ica,ica,,
937,274,word,Nome,Náma,NIAS,T<i>o</i>i,toi,,
938,274,word,Nome,Náma,TOBA_BATAK,Goarna,goarna,,
939,274,word,Nome,Náma,ENGGANO,Niène,niène,,
940,274,word,Non ancora,Blòn,NIAS,L<i>o</i> na,lo na,,
941,274,word,Non ancora,Blòn,TOBA_BATAK,Las sowada,las sowada,,
942,274,word,Non ancora,Blòn,ENGGANO,Capé,capé,,
943,274,word,Nostro,Chíta púnia,NIAS,"Ma<rm=""esclus."">",ma,,"<rm=""esclus."">"
944,274,word,Nostro,Chíta púnia,NIAS,"Da<rm=""inclus."">",da,,"<rm=""inclus."">"
945,274,word,Nostro,Chíta púnia,TOBA_BATAK,,,,
946,274,word,Nostro,Chíta púnia,ENGGANO,Eharu,eharu,,
947,274,word,Notte,Malám,NIAS,L<i>o</i> monucha,lo monucha,,
948,274,word,Notte,Malám,TOBA_BATAK,Bor<i>ng</i>in,borngin,,
949,274,word,Notte,Malám,ENGGANO,Coahia,coahia,,
950,274,word,Nuca,Te-ng-cúc,NIAS,,,,
951,274,word,Nuca,Te-ng-cúc,TOBA_BATAK,"Parsangulán<rm=""d' una bestia"">",parsangulán,J. S. A. Van Dissel,"<rm=""d' una bestia"">"
952,274,word,Nuca,Te-ng-cúc,ENGGANO,Heucaa,heucaa,,
953,274,word,Nuotare,Renáng,NIAS,Molangi,molangi,,
954,274,word,Nuotare,Renáng,TOBA_BATAK,Marla<i>ng</i>e,marlange,J. S. A. Van Dissel,
955,274,word,Nuotare,Renáng,ENGGANO,Eaco,eaco,,
956,274,word,Nutrimento,Macanán,NIAS,Balazo,balazo,,
957,274,word,Nutrimento,Macanán,TOBA_BATAK,Indahán,indahán,J. S. A. Van Dissel,
958,274,word,Nutrimento,Macanán,ENGGANO,Eoá,eoá,,
959,274,word,Nuvole,Awáng,NIAS,Lavuo,lavuo,,
960,274,word,Nuvole,Awáng,TOBA_BATAK,,,,
961,274,word,Nuvole,Awáng,ENGGANO,Ecao doho,ecao doho,,
962,274,word,Obbediente,Turút,NIAS,C<i>o</i>mo,como,,
963,274,word,Obbediente,Turút,TOBA_BATAK,Mangolòi,mangolòi,J. S. A. Van Dissel,
964,274,word,Obbediente,Turút,ENGGANO,Baiò,baiò,,
965,274,word,Occhio,Mata,NIAS,H<i>o</i>r<i>o</i>,horo,,
966,274,word,Occhio,Mata,TOBA_BATAK,Mata,mata,,
967,274,word,Occhio,Mata,ENGGANO,Ebaca,ebaca,,
968,274,word,Occupazione,Cregia,NIAS,Arorodo manu,arorodo manu,,
969,274,word,Occupazione,Cregia,TOBA_BATAK,Ganan,ganan,J. S. A. Van Dissel,
970,274,word,Occupazione,Cregia,ENGGANO,Menuca,menuca,,
971,274,word,Odiare,Bencí,NIAS,Maf<i>o</i>nu,mafonu,,
972,274,word,Odiare,Bencí,TOBA_BATAK,Mahihi,mahihi,J. S. A. Van Dissel,
973,274,word,Odiare,Bencí,ENGGANO,Cheneuéhe,cheneuéhe,,
974,274,word,Oggi,Ini arí,NIAS,Ma<i>o</i>ch<i>o</i>,maocho,,
975,274,word,Oggi,Ini arí,TOBA_BATAK,Naon,naon,J. S. A. Van Dissel,
976,274,word,Oggi,Ini arí,ENGGANO,Ecaha é,ecaha é,,
977,274,word,Olio,Mignác,NIAS,Fanicha,fanicha,,
978,274,word,Olio,Mignác,TOBA_BATAK,,,,
979,274,word,Olio,Mignác,ENGGANO,Epihopò,epihopò,,
980,274,word,Ombilico,Pusát,NIAS,Fuso,fuso,,
981,274,word,Ombilico,Pusát,TOBA_BATAK,,,,
982,274,word,Ombilico,Pusát,ENGGANO,Epuco,epuco,,
983,274,word,Ora (avv. ),Scará-ng-,NIAS,Iada,iada,,
984,274,word,Ora (avv. ),Scará-ng-,TOBA_BATAK,Alai,alai,,
985,274,word,Ora (avv. ),Scará-ng-,TOBA_BATAK,Ombas,ombas,,
986,274,word,Ora (avv. ),Scará-ng-,ENGGANO,Noóni,noóni,,
987,274,word,Orecchio,Telí-ng-a,NIAS,Dali<i>ng</i>a,dalinga,,
988,274,word,Orecchio,Telí-ng-a,TOBA_BATAK,Supi<i>ng</i>,suping,,
989,274,word,Orecchio,Telí-ng-a,ENGGANO,Ecarihía,ecarihía,,
990,274,word,Orfano,Piátu,NIAS,,,,
991,274,word,Orfano,Piátu,TOBA_BATAK,Na malumáng,na malumáng,,
992,274,word,Orfano,Piátu,ENGGANO,Cahoúca,cahoúca,,
993,274,word,Orinare,Buáng aier,NIAS,Io,io,,
994,274,word,Orinare,Buáng aier,TOBA_BATAK,Mesè<i>ng</i>,mesèng,,
995,274,word,Orinare,Buáng aier,ENGGANO,Ecò,ecò,,
996,274,word,Ornamento degli orecchi,Dgin dgin telí-ng-a,NIAS,Wale²,wale²,,
997,274,word,Ornamento degli orecchi,Dgin dgin telí-ng-a,TOBA_BATAK,Palonác,palonác,,
998,274,word,Ornamento degli orecchi,Dgin dgin telí-ng-a,TOBA_BATAK,Si bo<i>ng</i>,si bong,,
999,274,word,Ornamento degli orecchi,Dgin dgin telí-ng-a,ENGGANO,Paricohòi,paricohòi,,
1000,274,word,Osso,Tulá-ng-,NIAS,Tòla,tòla,,
1001,274,word,Osso,Tulá-ng-,TOBA_BATAK,,,,
1002,274,word,Osso,Tulá-ng-,ENGGANO,Eà,eà,,
1003,274,word,Ovunque,,NIAS,Gòfu heza,gòfu heza,,
1004,274,word,Ovunque,,TOBA_BATAK,,,,
1005,274,word,Ovunque,,ENGGANO,Idò²,idò²,,
1006,274,word,Pacco di tabacco,Lempèng,NIAS,Lèfe,lèfe,,
1007,274,word,Pacco di tabacco,Lempèng,TOBA_BATAK,,,,
1008,274,word,Pacco di tabacco,Lempèng,ENGGANO,Cachidapa,cachidapa,,
1009,275,word,Padre,Ama,NIAS,Oma,oma,,
1010,275,word,Padre,Ama,TOBA_BATAK,Ama,ama,,
1011,275,word,Padre,Ama,ENGGANO,Ama,ama,,
1012,275,word,Palpebra,Chelupa mata,NIAS,,,,
1013,275,word,Palpebra,Chelupa mata,TOBA_BATAK,,,,
1014,275,word,Palpebra,Chelupa mata,ENGGANO,Eurobaca,eurobaca,,
