ID	PAGE	TYPE	ITALIAN	MALAY	NIAS	TOBA_BATAK	ENGGANO	MALAY_1	NIAS_1	TOBA_BATAK_1	ENGGANO_1	NIAS_1_rm	TOBA_BATAK_1_sem	TOBA_BATAK_1_rm	ENGGANO_1_sem	ENGGANO_1_rm	REMARK	TOBA_BATAK_SOURCE
427	275	word	Piatto di legno	Pirín caiú	Figa	Pínar tatuan	Epahiù	Pirín caiú	Figa	Pínar tatuan	Epahiù							
428	275	word	Piatto di legno	Pirín caiú	Figa	Sapa	Epahiù	Pirín caiú	Figa	Sapa	Epahiù							
429	275	word	Piccolo	Chicíl	Ide²	Mèt²	Nuchi	Chicíl	Ide²	Mèt²	Nuchi							
430	275	word	Piede	Cachì	Ahe	Pat	Iae	Cachì	Ahe	Pat	Iae							J. S. A. Van Dissel
431	275	word	Piede	Cachì	Ahe	Pat	Eapáua uae	Cachì	Ahe	Pat	Eapáua uae							J. S. A. Van Dissel
432	275	word	Pieno	Penú<i>ng</i>	Afono	Goc	Pamo	Penúng	Afono	Goc	Pamo							J. S. A. Van Dissel
433	275	word	Pietra	Batú	Cara	Batú	Eea	Batú	Cara	Batú	Eea							
434	275	word	Pietra da arrotare	Batú gossò	Gobé	Pungà	Eea ia peigi	Batú gossò	Gobé	Pungà	Eea ia peigi							
435	275	word	Pioggia	Úgian	Teu	Uda<i>ng</i>	Ebò	Úgian	Teu	Udang	Ebò							
436	275	word	Più tardi	Tadí	Na furi	Sogot	Bodo	Tadí	Na furi	Sogot	Bodo							
437	275	word	Poi	Abís	Awena	Gialo²	Na apé	Abís	Awena	Gialo²	Na apé							
438	275	word	Pollaio	Tampát aiám		Sunút		Tampát aiám		Sunút								
439	275	word	Pollice	Ibu giari	Turu sebua	Ina ni ta<i>ng</i>án	Ena uapo	Ibu giari	Turu sebua	Ina ni tangán	Ena uapo							
440	275	word	Pollice del piede	Ibu giari cachì			Ena ua	Ibu giari cachì			Ena ua							
441	275	word	Polpaccio	Giantú<i>ng</i> betís	Arowaha	Gabur	Pio²	Giantúng betís	Arowaha	Gabur	Pio²							J. S. A. Van Dissel
442	276	word	Polso	Nadi	B<i>o</i>l<i>o</i>cha		Epu apò	Nadi	Bolocha		Epu apò							
443	276	word	Porcile	Tampát babí	Bao		Euba ecòio	Tampát babí	Bao		Euba ecòio							
444	276	word	Porco	Babí	Bawi	Babi	Ecòio	Babí	Bawi	Babi	Ecòio							
445	276	word	Porta	Pintú	Bawa ndruh<i>o</i>	Pitu	Ecar èuba	Pintú	Bawa ndruho	Pitu	Ecar èuba							
446	276	word	Potersi	Bolè	Tola	Noroc	Noha chia	Bolè	Tola	Noroc	Noha chia							
447	276	word	Potersi	Bolè	Tola	Malo	Noha chia	Bolè	Tola	Malo	Noha chia							
448	276	word	Povero	Mischín	Numána	Pógos	Chèoba dobu	Mischín	Numána	Pógos	Chèoba dobu							
449	276	word	Prendere	Ambil	Hal<i>o</i>	Buwát	Manà	Ambil	Halo	Buwát	Manà							
450	276	word	Prendere in sроsа	Cawín	Fangowálu	Mambuwát	Mana cahoda pahona	Cawín	Fangowálu	Mambuwát	Mana cahoda pahona							
451	276	word	Precipitare	Menergiumcán	Alau	Mordobóm	Capuuda	Menergiumcán	Alau	Mordobóm	Capuuda							
452	276	word	Prima	Dulú	Me f<i>o</i>na	Na sa ingán	Cahanua	Dulú	Me fona	Na sa ingán	Cahanua							J. S. A. Van Dissel
453	276	word	Primo genito	Solo<i>ng</i>	Ono siaa		Moa	Solong	Ono siaa		Moa							
454	276	word	Promontorio	Udgiu<i>ng</i>		Udgiu<i>ng</i>	Curu	Udgiung		Udgiung	Curu							J. S. A. Van Dissel
455	276	word	Pulito	Bressí	Aloo	Gandging	Cana	Bressí	Aloo	Gandging	Cana							J. S. A. Van Dissel
456	276	word	Purgare	Ber bau bussúc	Ab<i>o</i>u	Bau	Capau	Ber bau bussúc	Abou	Bau	Capau						M--berbau bussúc	
457	276	word	Quando	Bila	Hawara	Andigan	Na cuani	Bila	Hawara	Andigan	Na cuani							J. S. A. Van Dissel
458	276	word	Quanto ?	Brapa	Hauga	Sa diia	Apiha	Brapa	Hauga	Sa diia	Apiha							
459	276	word	Quasi	Hampir	Ahoto	Siiol	Bapanena	Hampir	Ahoto	Siiol	Bapanena							J. S. A. Van Dissel
460	276	word	Quello	Itu	Dae	An	Iò	Itu	Dae	An	Iò							
461	276	word	Quello	Itu	Dae	I	Iò	Itu	Dae	I	Iò							
462	276	word	Questo	Ini	Daa	On	Eà	Ini	Daa	On	Eà							
463	276	word	Radere	Ciucúr	Tobo		Mauné	Ciucúr	Tobo		Mauné							
464	276	word	Radice	Acar	Wa'a	Urat	Ebà	Acar	Wa'a	Urat	Ebà							
465	276	word	Rame	Tambaga	Tambago	Tambaga	Calelea	Tambaga	Tambago	Tambaga	Calelea							
466	276	word	Ramo	Dahan	Daha gheu	Dacca	Eapodia	Dahan	Daha gheu	Dacca	Eapodia							J. S. A. Van Dissel
467	276	word	Rancore	Atí chicil	D<i>o</i>d<i>o</i> bao	Milas	Chipahua chidèida	Atí chicil	Dodo bao	Milas	Chipahua chidèida						M--hati kecil (?)	J. S. A. Van Dissel
468	276	word	Raramente	Giara<i>ng</i>	L<i>o</i> asese	Rac²	Chèoba eabá	Giarang	Lo asese	Rac²	Chèoba eabá							J. S. A. Van Dissel
469	276	word	Rassomigliarsi	Sama giugá rupa	Fachilichili	Pungu	Panacona	Sama giugá rupa	Fachilichili	Pungu	Panacona							
470	276	word	Remare	Daiu<i>ng</i>	Fangalucho	Marluga	Eògi	Daiung	Fangalucho	Marluga	Eògi							J. S. A. Van Dissel
471	276	word	Respirare	Menapás	Hanu²	Numosa	Chipòro	Menapás	Hanu²	Numosa	Chipòro							J. S. A. Van Dissel
472	276	word	Rete da pesci	Giari<i>ng</i> ican	Diala	Duru<i>ng</i>	Ecabuaio	Giaring ican	Diala	Durung	Ecabuaio							
473	276	word	Rete da uccelli	Giari<i>ng</i> buro<i>ng</i>	U <i>o</i> zocha	Canto	Ecahaba	Giaring burong	U o zocha	Canto	Ecahaba							J. S. A. Van Dissel
474	276	word	Ago per accomodare le reti	Giarúm giari<i>ng</i>			Eparopa	Giarúm giaring			Eparopa							
475	276	word	Ridere	Tertaua	Maigi	Mortata	Eocaha	Tertaua	Maigi	Mortata	Eocaha							
476	276	word	Ridere	Tertaua	Maigi	Mortata	Epaucaha	Tertaua	Maigi	Mortata	Epaucaha							
477	276	word	Riempire	Bichín penun	Osi	Mangohi	Chifamu	Bichín penun	Osi	Mangohi	Chifamu						M--Bichín penuh	J. S. A. Van Dissel
478	276	word	Riempire	Memenúh	Osi	Mangohi	Chifamu	Memenúh	Osi	Mangohi	Chifamu						M--Bichín penuh	J. S. A. Van Dissel
479	276	word	Ripulire il campo dalle erbe	Mentciabút rumpút	Famácha	Manittitson	Baapia	Mentciabút rumpút	Famácha	Manittitson	Baapia							J. S. A. Van Dissel
480	276	word	Risalire il fiume	Naèc calí	Lafa oroi	Pahu²	Caha ca belowa	Naèc calí	Lafa oroi	Pahu²	Caha ca belowa							
481	276	word	Risparmiare	Me<i>ng</i>impán	Faòsi si		Chichihichi	Mengimpán	Faòsi si		Chichihichi							
482	276	word	Ritornare	Cumbalí	Mangawuli	Mulah	Chidudua	Cumbalí	Mangawuli	Mulah	Chidudua							
483	277	word	Ritrovare	Mendapát	Ifuli itema	Mandapót	Pacohà	Mendapát	Ifuli itema	Mandapót	Pacohà						GPWR--reciprocal (?)	J. S. A. Van Dissel
484	277	word	Rompere	Picciá	Afato	Mamongól	Cará	Picciá	Afato	Mamongól	Cará						M--pecah	J. S. A. Van Dissel
485	277	word	Rosso	Merá	Oio	Rara	Calicòcco	Merá	Oio	Rara	Calicòcco							
486	277	word	Rotang		Ue	Hota<i>ng</i>	Echihi		Ue	Hotang	Echihi							
487	277	word	Rovinato	Rusác		Manegahón		Rusác		Manegahón								
488	277	word	Rovinato (franato)			Matolbac	Chiòha			Matolbac	Chiòha							
489	277	word	Rubare	Ciurí	Manag<i>o</i>na<i>go</i>	Mana<i>ng</i>ho	Cabého	Ciurí	Managonago	Manangho	Cabého							
490	277	word	Saggio	Pandei	Onèche	Guru	Cabahoia	Pandei	Onèche	Guru	Cabahoia							
491	277	word	Sangue	Darát	Do	Mudar	Caachitri	Darát	Do	Mudar	Caachitri							
492	277	word	Sanguisuga	Lintá	Lita		Comaù	Lintá	Lita		Comaù							
493	277	word	Sapere	Tau	Sangila	Umboto	Pohoiá	Tau	Sangila	Umboto	Pohoiá							J. S. A. Van Dissel
494	277	word	Sbadigliare	Me<i>ng</i>a<i>ng</i>a	Meha	Pagiac	Pauápo	Menganga	Meha	Pagiac	Pauápo							
495	277	word	Sbadigliare	Me<i>ng</i>a<i>ng</i>a	Meha	Pagiac	Poapo	Menganga	Meha	Pagiac	Poapo							
496	277	word	Scacciapensieri	Gi<i>ng</i>a<i>ng</i>		Saga saga hodon	Ediochéco	Gingang		Saga saga hodon	Ediochéco							
497	277	word	Scaglia	Sisè ican	Huna²	Sisic	Enania	Sisè ican	Huna²	Sisic	Enania							J. S. A. Van Dissel
498	277	word	Scala	Tanga	Ora	Tanga	Ehèa	Tanga	Ora	Tanga	Ehèa							J. S. A. Van Dissel
499	277	word	Scemo	Bodo	Ab<i>o</i>low<i>o</i>ch<i>o</i>	Oto	Caparebahu	Bodo	Abolowocho	Oto	Caparebahu							J. S. A. Van Dissel
500	277	word	Scendere	Turun	Milo tou	Tuwat	Ahitòpo	Turun	Milo tou	Tuwat	Ahitòpo							
501	277	word	Scendere	Turun	Milo tou	Midgiur	Ahitòpo	Turun	Milo tou	Midgiur	Ahitòpo							
502	277	word	Scheletro	Tulang tulang	Boto zi máte	Ra<i>ng</i>²	Eadia	Tulang tulang	Boto zi máte	Rang²	Eadia							J. S. A. Van Dissel
503	277	word	Scherzare	Main	Fawude	Margait	Baitara	Main	Fawude	Margait	Baitara							J. S. A. Van Dissel
504	277	word	Scherzare	Main	Fawude	Margait	Moco pamehena	Main	Fawude	Margait	Moco pamehena							J. S. A. Van Dissel
505	277	word	Scoglio	Carang	Gowe	Batu	Eea	Carang	Gowe	Batu	Eea							J. S. A. Van Dissel
506	277	word	Scongiuro	Pembua<i>ng</i>an setan	Faetósa	Mahusaem	Ehabédo	Pembuangan setan	Faetósa	Mahusaem	Ehabédo							
507	277	word	Se	Calò	Na	Olo	Hio	Calò	Na	Olo	Hio							
508	277	word	Secco	Crin	Odufodufo	Has	Caachihi	Crin	Odufodufo	Has	Caachihi							J. S. A. Van Dissel
509	277	word	Secco	Crin	Odufodufo	Hora	Caachihi	Crin	Odufodufo	Hora	Caachihi							J. S. A. Van Dissel
510	277	word	Sedersi	Dudò	Dadaau	Hundul	Ehècu	Dudò	Dadaau	Hundul	Ehècu						M--duduk	
511	277	word	Seguire	Turut	Oo	Manghihutton	Aioo	Turut	Oo	Manghihutton	Aioo							J. S. A. Van Dissel
512	277	word	Seguire	Icut	Oo	Manghihutton	Aioo	Icut	Oo	Manghihutton	Aioo							J. S. A. Van Dissel
513	277	word	Sempre	Salalu	Gofuheza	Sai	Bodo	Salalu	Gofuheza	Sai	Bodo							J. S. A. Van Dissel
514	277	word	Sentire	Me rasa sacchè	Af<i>o</i>ch<i>o</i>	Malla	Chèoba iaua	Me rasa sacchè	Afocho	Malla	Chèoba iaua						M--merasa sacchè	J. S. A. Van Dissel
515	277	word	Sera	Petang	Owi	Na bot	Nama huma	Petang	Owi	Na bot	Nama huma							J. S. A. Van Dissel
516	277	word	Sete	Dahaga	Aw<i>o</i>chi d<i>o</i>d<i>o</i>	Manguwas	Echihoa	Dahaga	Awochi dodo	Manguwas	Echihoa							J. S. A. Van Dissel
517	277	word	Sete	Haus	Aw<i>o</i>chi d<i>o</i>d<i>o</i>	Manguwas	Echihoa	Haus	Awochi dodo	Manguwas	Echihoa							J. S. A. Van Dissel
518	277	word	Sì	Ia	E	Olo	Ò	Ia	E	Olo	Ò							
519	277	word	Simile	Sama giugá	Simané	So<i>ng</i>on	Panacona	Sama giugá	Simané	Songon	Panacona						GPWR--Reciprocal (?)	
520	277	word	Sinistra	Chirí	Gambera	Hambirang	Eèpe	Chirí	Gambera	Hambirang	Eèpe							J. S. A. Van Dissel
521	277	word	Si può andare	Bolè pighí	Tola latoro	Ra lao	Uahapè	Bolè pighí	Tola latoro	Ra lao	Uahapè							J. S. A. Van Dissel
522	277	word	Sole	Mata ari	Lúo	Mata ni ari	Bacacaho	Mata ari	Lúo	Mata ni ari	Bacacaho							J. S. A. Van Dissel
523	277	word	Soltanto	Sa hagia	Ha	Tombal	Eia	Sa hagia	Ha	Tombal	Eia							J. S. A. Van Dissel
524	277	word	Somigliare	Be rupa sama			Panacona	Be rupa sama			Panacona						GPWR--Reciprocal (?)	
525	277	word	Somigliare	Be rupa sama			Panacona	Be rupa sama			Panacona						M--berupa sama	
526	277	word	Sopracciglio	Cheni<i>ng</i>		Salibon	Ecufele baca	Chening		Salibon	Ecufele baca							J. S. A. Van Dissel
527	277	word	Sordo	Peca	Afiso	Ne<i>ng</i>el	Capihoro	Peca	Afiso	Nengel	Capihoro							J. S. A. Van Dissel
528	278	word	Sorella	Sudára prampuán	Talifus<i>o</i> alawe	Iboto	Eaha ehòda	Sudára prampuán	Talifuso alawe	Iboto	Eaha ehòda							
529	278	word	Sorella	Sudára prampuán	Talifus<i>o</i> alawe	Haha<rm=""maggiore"">	Eaha ehòda	Sudára prampuán	Talifuso alawe	Haha	Eaha ehòda			maggiore				
530	278	word	Sorella	Sudára prampuán	Talifus<i>o</i> alawe	Anghi<rm=""minore"">	Eaha ehòda	Sudára prampuán	Talifuso alawe	Anghi	Eaha ehòda			minore				
531	278	word	Sospendere	Gantó<i>ng</i>	Tawi²	Gantu<i>ng</i>	Paraia	Gantóng	Tawi²	Gantung	Paraia						GPWR--Reciprocal (?)	
532	278	word	Spalla	Bahu	Alisi	Abara	Ami²	Bahu	Alisi	Abara	Ami²							J. S. A. Van Dissel
533	278	word	Spazzare	Sapú	Bezini	Mangapusi	Ehoari	Sapú	Bezini	Mangapusi	Ehoari							J. S. A. Van Dissel
534	278	word	Spazzatura	Sapuán	Sasáo	Te	Chèlo²	Sapuán	Sasáo	Te	Chèlo²							J. S. A. Van Dissel
535	278	word	Speranza	Haráp	Faotona		Ahecù	Haráp	Faotona		Ahecù							
536	278	word	Spirito	Antú	Bèchu	Begu	Ecoè	Antú	Bèchu	Begu	Ecoè							J. S. A. Van Dissel
537	278	word	Sposare	Cawín	Fangowálu	Sappur	Pahona	Cawín	Fangowálu	Sappur	Pahona							
538	278	word	Sputare	Meludáh	Menghedilo	Marsitidgiur	Aheito	Meludáh	Menghedilo	Marsitidgiur	Aheito							
539	278	word	Stancarsi	Paiá	Erege d<i>o</i>d<i>o</i>	Pajah	Capiaca	Paiá	Erege dodo	Pajah	Capiaca							
540	278	word	Star seduto	Berdudo Bintáng	Mudadao D<i>o</i>fi	Morsonggopan Bittang	Ahecu Cahomimi	Berdudo Bintáng	Mudadao Dofi	Morsonggopan Bittang	Ahecu Cahomimi						M--berduduk bintáng (?)	J. S. A. Van Dissel
541	278	word	Stracciare	Mentciaríc	Manica	Suwac	Capica	Mentciaríc	Manica	Suwac	Capica							J. S. A. Van Dissel
542	278	word	Strada	Gialán	Lala	Dalan	Ecò	Gialán	Lala	Dalan	Ecò						I--<pos=""noun"">	J. S. A. Van Dissel
543	278	word	Stranutire	Bersín	Baho	Barsi	Eapacu	Bersín	Baho	Barsi	Eapacu							J. S. A. Van Dissel
544	278	word	Stregato dal diavolo	Chená giin	Nifachico	Manginsona	Enocuè	Chená giin	Nifachico	Manginsona	Enocuè							
545	278	word	Stritolare	Túmbuc	Muta	Mangulatac	Bachechè	Túmbuc	Muta	Mangulatac	Bachechè							J. S. A. Van Dissel
546	278	word	Stupirsi	Heirán	D<i>o</i>d<i>o</i> mate		Eachidà	Heirán	Dodo mate		Eachidà							
547	278	word	Subito	Sebentár	Dania	Tocchinnai	Paniha	Sebentár	Dania	Tocchinnai	Paniha						GPWR--Reciprocal (?)	
548	278	word	Suo	Dia púnia	Nia		Eharudia	Dia púnia	Nia		Eharudia							
549	278	word	Superfluo	Limpah	L<i>o</i>ra		Echienia	Limpah	Lora		Echienia							
550	278	word	Svegliarsi	Bangún		Tarsungul	Baharo	Bangún		Tarsungul	Baharo							
551	278	word	Tagliare	Poton	Laforo	Manangoi	Huca	Poton	Laforo	Manangoi	Huca							J. S. A. Van Dissel
552	278	word	Tagliar barba	Ciucur	Laforo gambi		Moonè	Ciucur	Laforo gambi		Moonè							
553	278	word	Tagliar boschi	Poton rimbu	Fanaba		Eápia	Poton rimbu	Fanaba		Eápia							
554	278	word	Tagliente	Tagiám	Atar<i>o</i>	Mangiris	Eorodia	Tagiám	Ataro	Mangiris	Eorodia							
555	278	word	Temere	Tacút	Moghichi	Bijar	Caho	Tacút	Moghichi	Bijar	Caho							
556	278	word	Temuto	Tacút acan dia	Cabúa		Coeue	Tacút acan dia	Cabúa		Coeue							
557	278	word	Terra	Tana	Tano	Tano	Elopo	Tana	Tano	Tano	Elopo							
558	278	word	Terremoto	Goiáng tana	Durú	Lalo	Edihio	Goiáng tana	Durú	Lalo	Edihio							
559	278	word	Testa	Capala	Hog<i>o</i>	Ulu	Euru	Capala	Hogo	Ulu	Euru							
560	278	word	Testa	Capala	Hog<i>o</i>	Ulu	Epua ulu	Capala	Hogo	Ulu	Epua ulu							
561	278	word	Testimonio	Sacsí	Sano<i>ng</i>oni	Si tindangi	Ecaca chipuoa	Sacsí	Sanongoni	Si tindangi	Ecaca chipuoa							J. S. A. Van Dissel
562	278	word	Testimonianza	Hal ber sacsí	Lafaduhu		Epuha euba	Hal ber sacsí	Lafaduhu		Epuha euba						M--hal bersacsí	
563	278	word	Testimonianza	Hal ber sacsí	Lafaduhu		Eho uba	Hal ber sacsí	Lafaduhu		Eho uba						M--hal bersacsí	
564	278	word	Tetto di casa	Bumbo<i>ng</i>	Bulu nomo	Tarup		Bumbong	Bulu nomo	Tarup								
565	278	word	Tetto di casa	Atap	Bulu nomo	Tarup		Atap	Bulu nomo	Tarup								
566	278	word	Timido	Penactú	Atau	Biiar	Ucania	Penactú	Atau	Biiar	Ucania							J. S. A. Van Dissel
567	278	word	Tirar pietre	Lutar batú	Latebu gara	Mangalutarhon	Eabuaa	Lutar batú	Latebu gara	Mangalutarhon	Eabuaa							J. S. A. Van Dissel
568	278	word	Torcia	Damar	D<i>o</i>god<i>o</i>go	Sulu²	Ehaenui	Damar	Dogodogo	Sulu²	Ehaenui							J. S. A. Van Dissel
569	279	word	Tormentare	Meniachít	Mamacao		Baridaha aho	Meniachít	Mamacao		Baridaha aho							
570	279	word	Tossire	Batúc	Mochehacheha	Bntuc	Ehe	Batúc	Mochehacheha	Bntuc	Ehe							J. S. A. Van Dissel
571	279	word	Trattative matrimoniali	Porgiangián cawín	Famalúa li		Chipenanau	Porgiangián cawín	Famalúa li		Chipenanau						M--perjanjian kawin	
572	279	word	Tremare (di terremoto)	Goiá<i>ng</i>		Humuntal		Goiáng		Humuntal								
573	279	word	Tremare				Cheachininichi				Cheachininichi							
574	279	word	Trovare	Dapát	Nis<i>o</i>ndra	Mandapot	Pacoha	Dapát	Nisondra	Mandapot	Pacoha						GPWR--reciprocal (?)	
575	279	word	Tutti	Samognia	Fefu	Saluhutna	Chidara	Samognia	Fefu	Saluhutna	Chidara							
576	279	word	Unghia	Cucú	Saa	Nuhu	Canuúnu	Cucú	Saa	Nuhu	Canuúnu							
577	279	word	Unghia	Cucú	Saa	Nuhu	Eca uapo	Cucú	Saa	Nuhu	Eca uapo							
578	279	word	Uomo	Orang	Niha	Giolma	Caca	Orang	Niha	Giolma	Caca							
579	279	word	Uovo	Telor	Adúlo	Pira	Iara	Telor	Adúlo	Pira	Iara							
580	279	word	Utero	Pe<i>ng</i>anacán	Naha nono	Paranahan	Caacheo	Penganacán	Naha nono	Paranahan	Caacheo							
581	279	word	Utile	Berguna	Ta uno	Buwat	Eharuca	Berguna	Ta uno	Buwat	Eharuca							
582	279	word	Ubriaco	Mabúc	Mabú		Eipuru	Mabúc	Mabú		Eipuru							
583	279	word	Uccello	Buróng	Fòfo	Pidong	Cheèpa	Buróng	Fòfo	Pidong	Cheèpa							
584	279	word	Uccidere	Bunú	Famunu	Mamunu	Pacahalè	Bunú	Famunu	Mamunu	Pacahalè						GPWR--reciprocal (?)	
585	279	word	Uguale	Sama	Faoma	So<i>ng</i>on	Panacona	Sama	Faoma	Songon	Panacona						GPWR--reciprocal (?)	
586	279	word	Va bene	Baíc	Lau	Ima dengan	Abaua	Baíc	Lau	Ima dengan	Abaua							J. S. A. Van Dissel
587	279	word	Vaiolato	Bertciapúc	Bahibahino		Capochepeche	Bertciapúc	Bahibahino		Capochepeche							
588	279	word	Vaiolo	Tciaciar			Pacunuio	Tciaciar			Pacunuio						GPWR--reciprocal (?)	
589	279	word	Vai via	Pighí	Mofano	Ale mundur do laho do	Uaha nooni	Pighí	Mofano	Ale mundur do laho do	Uaha nooni							
590	279	word	Valoroso	Braní	Amui	Begu	Chèoba elà ibudia	Braní	Amui	Begu	Chèoba elà ibudia							
591	279	word	Vomitare	Muntah		Marompas	Cheoa	Muntah		Marompas	Cheoa							
592	279	word	Vecchio	Tua	Atúa	Matua	Capu	Tua	Atúa	Matua	Capu							
593	279	word	Vedere	Liát	Mamaigi	Mornida	Pua	Liát	Mamaigi	Mornida	Pua							
594	279	word	Vedova	Bálu prampuán	Laha mbanùa	Balu	Cabócu	Bálu prampuán	Laha mbanùa	Balu	Cabócu							
595	279	word	Vedovo	Bálu lachí lachí	Si mate donga		Purihio	Bálu lachí lachí	Si mate donga		Purihio							
596	279	word	Vedova che sposa il cognato				Eacoupi				Eacoupi							
597	279	word	Vedova che sposa un altro uomo				Caaia				Caaia							
598	279	word	Vedovo che ripiglia moglie				Pohòchi				Pohòchi							
599	279	word	Vendere	Giuál	Nifamawe	Morgadis	Pachèli enia	Giuál	Nifamawe	Morgadis	Pachèli enia							
600	279	word	Vendetta	Pembalasán	Falaombalo	Balos	Uacoli ipurudia	Pembalasán	Falaombalo	Balos	Uacoli ipurudia							
601	279	word	Venire	Data<i>ng</i>	Aine	Ro	Chicababa	Datang	Aine	Ro	Chicababa							
602	279	word	Vento	Agnín	Angi	Alogo	Chiu	Agnín	Angi	Alogo	Chiu							J. S. A. Van Dissel
603	279	word	Ventre	Prút	Talu	Butuc	Echiteica	Prút	Talu	Butuc	Echiteica							
604	279	word	Ventre	Prút	Talu	Butuc	Echida	Prút	Talu	Butuc	Echida							
605	280	word	Ventre grosso	Prút besár	Búto	Mabubu		Prút besár	Búto	Mabubu								
606	280	word	Vergine	Gadís	Ono alave	Dara	Poenamu	Gadís	Ono alave	Dara	Poenamu							J. S. A. Van Dissel
607	280	word	Verità	Butúl	Si duhu	Tutu	Ecunana	Butúl	Si duhu	Tutu	Ecunana							
608	280	word	Verso	Ca	Hò	Di	Ca	Ca	Hò	Di	Ca							
609	280	word	Viaggiare	Gialán	Wecoli	Mordalan	Caha cacocoi	Gialán	Wecoli	Mordalan	Caha cacocoi							
610	280	word	Vieni qui (detto a cani)				Ií				Ií							
611	280	word	Vieni qui (detto a persone)	Mári sini		Ale tu son ma ho	Adeé	Mári sini		Ale tu son ma ho	Adeé							
612	280	word	Villaggio	Campó<i>ng</i>	Banúa	Huta	Caudara	Campóng	Banúa	Huta	Caudara							
613	280	word	Vincitore	Galíb	Sim<i>o</i>na	Na manaluhon	Eeò	Galíb	Simona	Na manaluhon	Eeò							J. S. A. Van Dissel
614	280	word	Viso	Mucá	Bava		Ebaca	Mucá	Bava		Ebaca							
615	280	word	Vivente	Idup	Auri	Mangulu	Coda	Idup	Auri	Mangulu	Coda							
616	280	word	Voce	Suara	Li		Egi	Suara	Li		Egi							
617	280	word	Volare	Terbáng	Hunombo	Haba<i>ng</i>	Eèpa	Terbáng	Hunombo	Habang	Eèpa							
618	280	word	Volere	Mau	Bech<i>o</i>ggu	Olo	Uacahapi	Mau	Bechoggu	Olo	Uacahapi							J. S. A. Van Dissel
619	280	word	Vuoto	Cossóng	L<i>o</i> osisi	Rumar	Chèoba hela	Cossóng	Lo osisi	Rumar	Chèoba hela							J. S. A. Van Dissel
620	280	word	Zanzara grande	Gnemúc	Die	Ronhit	Echia	Gnemúc	Die	Ronhit	Echia						M--Gemúc	J. S. A. Van Dissel
621	280	word	Zanzara piccola		Die	Ronhit	Comau		Die	Ronhit	Comau							J. S. A. Van Dissel
622	280	word	Zappa	Ciancúl	Facu	Tambila<i>ng</i>		Ciancúl	Facu	Tambilang							E--It is interesting that Enggano does not have the word for Malay ""cangkul"" when Modigliani visited.	J. S. A. Van Dissel
623	280	word	Zoppicare	Timpáng	Ahelahela	Mempanghempang	Caracoiaidia	Timpáng	Ahelahela	Mempanghempang	Caracoiaidia							
624	280	word	Zucca	Labu	Laidgiu		Edoa	Labu	Laidgiu		Edoa							
625	280	number	Uno	Satú	Sára	Sáda	Cáic	Satú	Sára	Sáda	Cáic							
626	280	number	Due	Duá	Duá	Dúwa	Adúwa	Duá	Duá	Dúwa	Adúwa							
627	280	number	Tre	Tiga	T<i>o</i>lu	Tòlu	Acòlu	Tiga	Tolu	Tòlu	Acòlu							
628	280	number	Quattro	Ampát	<i>O</i>fa	Opat	Afa	Ampát	Ofa	Opat	Afa							
629	280	number	Cinque	Líma	Lima	Líma	Alíme	Líma	Lima	Líma	Alíme							
630	280	number	Sei	Annám	On<i>o</i>	Onòm	Cachíne	Annám	Ono	Onòm	Cachíne							
631	280	number	Sette	Tugiú	Fitu	Pítu	Alíme adúwa	Tugiú	Fitu	Pítu	Alíme adúwa							
632	280	number	Otto	Dlapán	Walu	Uwálu	Afa afa	Dlapán	Walu	Uwálu	Afa afa							
633	280	number	Nove	Sembilan	Siwa	Sija	Alíme afa	Sembilan	Siwa	Sija	Alíme afa							
634	280	number	Dieci	Sapúlu	Fúlu	Sappúlu	Cahafúlo	Sapúlu	Fúlu	Sappúlu	Cahafúlo							
635	280	number	Undici	Sablás (Satú blás)	Fele dgiára	Sappúlu sada	Cahafúlo cáic	Sablás (Satú blás)	Fele dgiára	Sappúlu sada	Cahafúlo cáic							
636	280	number	Dodici	Duablás	Felendrúa	Sappúlu duwa	Cahafúlo adúwa	Duablás	Felendrúa	Sappúlu duwa	Cahafúlo adúwa							
637	280	number	Tredici	Tigablás	Fele d<i>o</i>lu	Sappúlu tolu	Cahafúlo acòlu	Tigablás	Fele dolu	Sappúlu tolu	Cahafúlo acòlu							
638	280	number	Quattordici	Ampatblás	Fele <i>o</i>fa	Sappúlu opat	Cahafúlo afá	Ampatblás	Fele ofa	Sappúlu opat	Cahafúlo afá						E--The given, original form ""Cagafúlo afá"" could be a typo for ""Cahafúlo afá""?, which is more consistent with the other related forms.	
639	280	number	Quindici	Limablás	Fele lima	Sappúlu lima	Cahafúlo alíme	Limablás	Fele lima	Sappúlu lima	Cahafúlo alíme							
640	280	number	Sedici	Annamblás	Fele <i>o</i>no	Sappúlu onom	Cahafúlo cachine	Annamblás	Fele ono	Sappúlu onom	Cahafúlo cachine							
641	281	number	Diciassette	Tugiublás	Fele witu	Sappúlu pitu	Cahafúlo alíme adúwa	Tugiublás	Fele witu	Sappúlu pitu	Cahafúlo alíme adúwa							
642	281	number	Diciotto	Dlapanblás	Fele walu	Sappúlu uwalu	Cahafúlo afa afa	Dlapanblás	Fele walu	Sappúlu uwalu	Cahafúlo afa afa							
643	281	number	Diciannove	Sembilanblás	Fele dgíwa	Sappúlu sija	Cahafúlo alíme áfa	Sembilanblás	Fele dgíwa	Sappúlu sija	Cahafúlo alíme áfa							
